path,real,fake
./face_image/real/22470.jpg,1,0
./face_image/real/29191.jpg,1,0
./face_image/fake/CV2MB18BIX.jpg,0,1
./face_image/real/03925.jpg,1,0
./face_image/fake/5PB08AVY1Y.jpg,0,1
./face_image/real/25624.jpg,1,0
./face_image/real/38496.jpg,1,0
./face_image/fake/BYOMPQZH7E.jpg,0,1
./face_image/real/31908.jpg,1,0
./face_image/fake/G301BW9T24.jpg,0,1
./face_image/real/27762.jpg,1,0
./face_image/fake/MAOT6M37ID.jpg,0,1
./face_image/fake/OFTJXOJHKU.jpg,0,1
./face_image/real/07820.jpg,1,0
./face_image/real/14995.jpg,1,0
./face_image/real/10971.jpg,1,0
./face_image/real/08886.jpg,1,0
./face_image/real/51101.jpg,1,0
./face_image/fake/OZAINWBWXX.jpg,0,1
./face_image/real/54678.jpg,1,0
./face_image/real/29018.jpg,1,0
./face_image/fake/8NB0CK16BT.jpg,0,1
./face_image/real/09450.jpg,1,0
./face_image/fake/31OOJ07HNU.jpg,0,1
./face_image/fake/NADIT2Q82V.jpg,0,1
./face_image/real/57338.jpg,1,0
./face_image/real/60340.jpg,1,0
./face_image/real/58178.jpg,1,0
./face_image/fake/BP2REMX7DL.jpg,0,1
./face_image/real/57713.jpg,1,0
./face_image/real/64414.jpg,1,0
./face_image/fake/BNF6L77NU2.jpg,0,1
./face_image/fake/3TMOW5X4TN.jpg,0,1
./face_image/real/05060.jpg,1,0
./face_image/fake/QUCG27FCFT.jpg,0,1
./face_image/fake/JE47PE9V9Q.jpg,0,1
./face_image/real/14780.jpg,1,0
./face_image/fake/TKMGAIRXC3.jpg,0,1
./face_image/real/39270.jpg,1,0
./face_image/fake/85JPAITQ4X.jpg,0,1
./face_image/real/59740.jpg,1,0
./face_image/real/13140.jpg,1,0
./face_image/real/65768.jpg,1,0
./face_image/real/60586.jpg,1,0
./face_image/real/21019.jpg,1,0
./face_image/fake/Y8MBI0MTZU.jpg,0,1
./face_image/real/21390.jpg,1,0
./face_image/real/47600.jpg,1,0
./face_image/fake/VBCGQQOC1B.jpg,0,1
./face_image/fake/91Y6K6ID0W.jpg,0,1
./face_image/fake/J30BZHB7T5.jpg,0,1
./face_image/real/11047.jpg,1,0
./face_image/real/34082.jpg,1,0
./face_image/real/37159.jpg,1,0
./face_image/real/33576.jpg,1,0
./face_image/real/15791.jpg,1,0
./face_image/fake/KV3OXE1VQW.jpg,0,1
./face_image/real/66342.jpg,1,0
./face_image/real/36223.jpg,1,0
./face_image/fake/MBAXFV1XAG.jpg,0,1
./face_image/fake/IOD8BSFVNV.jpg,0,1
./face_image/real/21644.jpg,1,0
./face_image/real/13196.jpg,1,0
./face_image/fake/D55VXSIP8E.jpg,0,1
./face_image/real/36376.jpg,1,0
./face_image/fake/DY8SLNANJ7.jpg,0,1
./face_image/fake/C0JKBH7W91.jpg,0,1
./face_image/fake/V1IZYO0ZGP.jpg,0,1
./face_image/real/08997.jpg,1,0
./face_image/fake/NSN2WW4AA7.jpg,0,1
./face_image/real/22180.jpg,1,0
./face_image/fake/55VOJZIUFD.jpg,0,1
./face_image/real/46178.jpg,1,0
./face_image/fake/KGRZ0J54J4.jpg,0,1
./face_image/real/39902.jpg,1,0
./face_image/real/16236.jpg,1,0
./face_image/real/35709.jpg,1,0
./face_image/fake/5P0U37LK7V.jpg,0,1
./face_image/fake/ZUG5LILCV9.jpg,0,1
./face_image/real/05051.jpg,1,0
./face_image/fake/JGOHQNWNK7.jpg,0,1
./face_image/fake/DV3H1HBOR0.jpg,0,1
./face_image/fake/YMWFFG4WMI.jpg,0,1
./face_image/fake/X5UWELD20U.jpg,0,1
./face_image/fake/KUBVQPDTI7.jpg,0,1
./face_image/fake/KBLQOSAF0G.jpg,0,1
./face_image/fake/2DXCKVZYPC.jpg,0,1
./face_image/fake/5TENSXEUA1.jpg,0,1
./face_image/fake/Z8P3MWPB2Y.jpg,0,1
./face_image/fake/DMQB8R5R3W.jpg,0,1
./face_image/fake/47OUJXPKWQ.jpg,0,1
./face_image/fake/KSEERH4NHP.jpg,0,1
./face_image/fake/X1KMERK93J.jpg,0,1
./face_image/real/40806.jpg,1,0
./face_image/fake/3FR2S6NUYQ.jpg,0,1
./face_image/fake/VPX0WNIBMR.jpg,0,1
./face_image/real/43945.jpg,1,0
./face_image/real/68647.jpg,1,0
./face_image/real/18532.jpg,1,0
./face_image/fake/E0LYQ2J2QS.jpg,0,1
./face_image/real/38339.jpg,1,0
./face_image/fake/67J0UCTHI3.jpg,0,1
./face_image/fake/BY5TPG0OVO.jpg,0,1
./face_image/real/31915.jpg,1,0
./face_image/fake/LUR1G11KZT.jpg,0,1
./face_image/fake/OF0KP8OEKW.jpg,0,1
./face_image/fake/FK1IL2HCWA.jpg,0,1
./face_image/fake/K7Y5R7DBZ0.jpg,0,1
./face_image/fake/8CPD7EM859.jpg,0,1
./face_image/fake/YIDJHCNNHT.jpg,0,1
./face_image/real/19140.jpg,1,0
./face_image/fake/UQGU2SCRVI.jpg,0,1
./face_image/real/69900.jpg,1,0
./face_image/real/59482.jpg,1,0
./face_image/real/28537.jpg,1,0
./face_image/fake/2DAW43G0BA.jpg,0,1
./face_image/real/69470.jpg,1,0
./face_image/fake/46PC1OQ49C.jpg,0,1
./face_image/fake/3NG2AZXQHI.jpg,0,1
./face_image/fake/KJGE9HNI7V.jpg,0,1
./face_image/fake/VR6R9FKI9E.jpg,0,1
./face_image/fake/X1RQFFCCSI.jpg,0,1
./face_image/real/03950.jpg,1,0
./face_image/real/16936.jpg,1,0
./face_image/fake/7MDUMP2ATU.jpg,0,1
./face_image/real/22556.jpg,1,0
./face_image/real/18797.jpg,1,0
./face_image/real/21621.jpg,1,0
./face_image/real/20175.jpg,1,0
./face_image/fake/NNWPOSKTYG.jpg,0,1
./face_image/real/65218.jpg,1,0
./face_image/real/09954.jpg,1,0
./face_image/fake/EWS8MT7K2C.jpg,0,1
./face_image/real/53275.jpg,1,0
./face_image/real/41872.jpg,1,0
./face_image/fake/9ED9NOX9FD.jpg,0,1
./face_image/real/61326.jpg,1,0
./face_image/fake/ABF0JK25NX.jpg,0,1
./face_image/real/29443.jpg,1,0
./face_image/fake/UMP32OCX14.jpg,0,1
./face_image/real/08633.jpg,1,0
./face_image/fake/JXS6FX6RTA.jpg,0,1
./face_image/real/21712.jpg,1,0
./face_image/fake/ZE1AFP47IA.jpg,0,1
./face_image/real/33069.jpg,1,0
./face_image/fake/2ZCDLWJZL5.jpg,0,1
./face_image/fake/YP56QV1WBA.jpg,0,1
./face_image/fake/MJJ9KJRAOB.jpg,0,1
./face_image/real/28955.jpg,1,0
./face_image/fake/4FOO27B8HP.jpg,0,1
./face_image/real/40803.jpg,1,0
./face_image/fake/XLQZPNWO7T.jpg,0,1
./face_image/fake/VWNQ8LY44D.jpg,0,1
./face_image/real/68821.jpg,1,0
./face_image/real/57306.jpg,1,0
./face_image/fake/S101NI00EN.jpg,0,1
./face_image/fake/KYE0L9GVYQ.jpg,0,1
./face_image/fake/FAG6XY1FPH.jpg,0,1
./face_image/real/23246.jpg,1,0
./face_image/real/34525.jpg,1,0
./face_image/real/32815.jpg,1,0
./face_image/fake/JMF10IYDNU.jpg,0,1
./face_image/real/33393.jpg,1,0
./face_image/fake/03D9RYN433.jpg,0,1
./face_image/real/66809.jpg,1,0
./face_image/fake/AMJXJK41TY.jpg,0,1
./face_image/fake/0FHH9W8X4O.jpg,0,1
./face_image/real/33850.jpg,1,0
./face_image/fake/NJGRMFQNNY.jpg,0,1
./face_image/real/23758.jpg,1,0
./face_image/real/42739.jpg,1,0
./face_image/real/56874.jpg,1,0
./face_image/real/16653.jpg,1,0
./face_image/real/69464.jpg,1,0
./face_image/fake/VKA7WFMFWL.jpg,0,1
./face_image/fake/CKI7ID0HPR.jpg,0,1
./face_image/fake/8PU0AFVHUQ.jpg,0,1
./face_image/real/17322.jpg,1,0
./face_image/real/40336.jpg,1,0
./face_image/real/28870.jpg,1,0
./face_image/fake/TAMCSOYFXG.jpg,0,1
./face_image/real/15760.jpg,1,0
./face_image/real/34779.jpg,1,0
./face_image/fake/0RU43B39SS.jpg,0,1
./face_image/real/53049.jpg,1,0
./face_image/real/46903.jpg,1,0
./face_image/real/28090.jpg,1,0
./face_image/fake/IT4D88TE3A.jpg,0,1
./face_image/fake/G9MDR3XKDK.jpg,0,1
./face_image/fake/FV930D5TW5.jpg,0,1
./face_image/fake/IU7W2MVPC7.jpg,0,1
./face_image/fake/GNJCYONPQB.jpg,0,1
./face_image/real/16497.jpg,1,0
./face_image/real/36211.jpg,1,0
./face_image/fake/HR4BJU57C2.jpg,0,1
./face_image/fake/8L3QJYAVKC.jpg,0,1
./face_image/fake/KYIWCBKEZ1.jpg,0,1
./face_image/fake/XQWGBOJS6F.jpg,0,1
./face_image/fake/780ZXP72PV.jpg,0,1
./face_image/fake/7GH04P8THD.jpg,0,1
./face_image/real/15393.jpg,1,0
./face_image/real/36367.jpg,1,0
./face_image/fake/DFVMHO2559.jpg,0,1
./face_image/fake/V951QYX8DT.jpg,0,1
./face_image/real/46533.jpg,1,0
./face_image/real/48831.jpg,1,0
./face_image/real/19086.jpg,1,0
./face_image/fake/22ESLG3JS3.jpg,0,1
./face_image/fake/KLZFNQI8JL.jpg,0,1
./face_image/fake/6Q4RMF949L.jpg,0,1
./face_image/fake/HAVBBXWR58.jpg,0,1
./face_image/real/34802.jpg,1,0
./face_image/fake/M508AJOIUJ.jpg,0,1
./face_image/fake/TE3KI7AVNK.jpg,0,1
./face_image/real/11753.jpg,1,0
./face_image/real/27146.jpg,1,0
./face_image/real/42015.jpg,1,0
./face_image/real/69670.jpg,1,0
./face_image/real/54738.jpg,1,0
./face_image/real/05123.jpg,1,0
./face_image/real/58403.jpg,1,0
./face_image/fake/D5U21W896I.jpg,0,1
./face_image/real/47810.jpg,1,0
./face_image/real/18162.jpg,1,0
./face_image/real/49892.jpg,1,0
./face_image/real/43484.jpg,1,0
./face_image/real/10914.jpg,1,0
./face_image/real/63690.jpg,1,0
./face_image/real/24449.jpg,1,0
./face_image/real/66668.jpg,1,0
./face_image/real/10683.jpg,1,0
./face_image/fake/WFIZ9CCJ8I.jpg,0,1
./face_image/fake/V5QOO94J1N.jpg,0,1
./face_image/fake/HUISA34B2U.jpg,0,1
./face_image/real/45700.jpg,1,0
./face_image/fake/WPTMI4IVV8.jpg,0,1
./face_image/fake/7S52QO5CVZ.jpg,0,1
./face_image/fake/QPOAMH7IRW.jpg,0,1
./face_image/fake/RQR9L8XH8Y.jpg,0,1
./face_image/real/11346.jpg,1,0
./face_image/fake/S0G7QENJER.jpg,0,1
./face_image/real/37958.jpg,1,0
./face_image/real/51309.jpg,1,0
./face_image/fake/G53WEKN9AH.jpg,0,1
./face_image/fake/29P09XZ3C0.jpg,0,1
./face_image/real/32005.jpg,1,0
./face_image/fake/ZMC5URQA61.jpg,0,1
./face_image/fake/7ZF8UV4LHB.jpg,0,1
./face_image/fake/16O0ZUYZAX.jpg,0,1
./face_image/fake/ANI0F6KAPV.jpg,0,1
./face_image/fake/F1RT2BALNB.jpg,0,1
./face_image/real/32423.jpg,1,0
./face_image/fake/3GQ7VC110G.jpg,0,1
./face_image/fake/ZGZAQM1724.jpg,0,1
./face_image/real/00940.jpg,1,0
./face_image/real/62859.jpg,1,0
./face_image/fake/SMVQ77ZX0B.jpg,0,1
./face_image/fake/H29ICLRHAS.jpg,0,1
./face_image/fake/5JTR5QUX9H.jpg,0,1
./face_image/fake/F7YCTQDABA.jpg,0,1
./face_image/real/27249.jpg,1,0
./face_image/fake/LBO5APDEBK.jpg,0,1
./face_image/fake/4ZOLH3J06K.jpg,0,1
./face_image/real/37841.jpg,1,0
./face_image/real/44926.jpg,1,0
./face_image/real/21695.jpg,1,0
./face_image/fake/PXQBWJCGPA.jpg,0,1
./face_image/real/45257.jpg,1,0
./face_image/real/41689.jpg,1,0
./face_image/real/36201.jpg,1,0
./face_image/real/35848.jpg,1,0
./face_image/fake/HATJVXTTZ3.jpg,0,1
./face_image/real/12170.jpg,1,0
./face_image/fake/VZS2IHSKEF.jpg,0,1
./face_image/fake/VKTR1H663W.jpg,0,1
./face_image/real/46169.jpg,1,0
./face_image/real/20907.jpg,1,0
./face_image/real/02555.jpg,1,0
./face_image/real/13629.jpg,1,0
./face_image/fake/YAQUJ0HPFA.jpg,0,1
./face_image/real/66263.jpg,1,0
./face_image/real/07943.jpg,1,0
./face_image/fake/I3ARTJYTWO.jpg,0,1
./face_image/fake/HM8Y8HJVF6.jpg,0,1
./face_image/real/21611.jpg,1,0
./face_image/real/03358.jpg,1,0
./face_image/real/27408.jpg,1,0
./face_image/fake/G5CQKZ8CHB.jpg,0,1
./face_image/real/69660.jpg,1,0
./face_image/fake/U39LGMEC7X.jpg,0,1
./face_image/fake/SUEFCLJ9OR.jpg,0,1
./face_image/fake/1R2XJYAQ6P.jpg,0,1
./face_image/real/02963.jpg,1,0
./face_image/real/21256.jpg,1,0
./face_image/real/25297.jpg,1,0
./face_image/fake/ZA4IDHOPPQ.jpg,0,1
./face_image/real/42631.jpg,1,0
./face_image/fake/B4IJPZ6ZMX.jpg,0,1
./face_image/fake/6RZIZ9DOQB.jpg,0,1
./face_image/real/50435.jpg,1,0
./face_image/real/31640.jpg,1,0
./face_image/real/49685.jpg,1,0
./face_image/real/35103.jpg,1,0
./face_image/real/25423.jpg,1,0
./face_image/real/25033.jpg,1,0
./face_image/real/32874.jpg,1,0
./face_image/fake/PCBC8DC504.jpg,0,1
./face_image/real/09613.jpg,1,0
./face_image/fake/H9L1JPPWWK.jpg,0,1
./face_image/fake/LQXS1SZ1P2.jpg,0,1
./face_image/fake/FIB0E3INUY.jpg,0,1
./face_image/fake/K4GHO8E55N.jpg,0,1
./face_image/real/20252.jpg,1,0
./face_image/real/18188.jpg,1,0
./face_image/fake/7I59PCRQ31.jpg,0,1
./face_image/real/28418.jpg,1,0
./face_image/real/39003.jpg,1,0
./face_image/real/16675.jpg,1,0
./face_image/fake/DPDMQTBUYB.jpg,0,1
./face_image/fake/28IWKVQDFD.jpg,0,1
./face_image/fake/SOSE5YUQJ5.jpg,0,1
./face_image/fake/7XRV6FGRD6.jpg,0,1
./face_image/real/19564.jpg,1,0
./face_image/fake/NVFEBV1X4U.jpg,0,1
./face_image/real/33758.jpg,1,0
./face_image/fake/ZIJBU3ZRRD.jpg,0,1
./face_image/fake/UCS2TWB7UL.jpg,0,1
./face_image/fake/4EKUJ04KMS.jpg,0,1
./face_image/real/63595.jpg,1,0
./face_image/real/32154.jpg,1,0
./face_image/fake/0TPBMTAAE0.jpg,0,1
./face_image/real/27751.jpg,1,0
./face_image/fake/JR8IIXXUGF.jpg,0,1
./face_image/real/64709.jpg,1,0
./face_image/real/60982.jpg,1,0
./face_image/real/24474.jpg,1,0
./face_image/real/03220.jpg,1,0
./face_image/real/47149.jpg,1,0
./face_image/fake/5Z01PE0LFI.jpg,0,1
./face_image/real/23477.jpg,1,0
./face_image/fake/NAUUARRBKE.jpg,0,1
./face_image/fake/WRWIMZHINY.jpg,0,1
./face_image/real/27618.jpg,1,0
./face_image/real/10599.jpg,1,0
./face_image/real/54630.jpg,1,0
./face_image/real/26579.jpg,1,0
./face_image/fake/MZXB1QVQU1.jpg,0,1
./face_image/real/24254.jpg,1,0
./face_image/fake/K52223ZVS2.jpg,0,1
./face_image/real/69229.jpg,1,0
./face_image/real/24325.jpg,1,0
./face_image/fake/LHHN9WOR10.jpg,0,1
./face_image/real/34989.jpg,1,0
./face_image/real/57738.jpg,1,0
./face_image/fake/4Y2CMZRFSY.jpg,0,1
./face_image/fake/05K9W3BMWJ.jpg,0,1
./face_image/fake/JH28TG6749.jpg,0,1
./face_image/fake/WO1BCCQKKM.jpg,0,1
./face_image/real/36006.jpg,1,0
./face_image/real/55985.jpg,1,0
./face_image/fake/E2B92CDB6K.jpg,0,1
./face_image/fake/TYZ52KA042.jpg,0,1
./face_image/real/67550.jpg,1,0
./face_image/fake/ECMLBP2PEU.jpg,0,1
./face_image/real/21365.jpg,1,0
./face_image/real/50209.jpg,1,0
./face_image/fake/D1O7GKF842.jpg,0,1
./face_image/fake/D9PROUWWSX.jpg,0,1
./face_image/fake/Z0RBSGUG9H.jpg,0,1
./face_image/fake/CPHWDE1KA7.jpg,0,1
./face_image/fake/PPKNJIR9H5.jpg,0,1
./face_image/fake/3A9QAKEKBM.jpg,0,1
./face_image/fake/ZI52HCHUFQ.jpg,0,1
./face_image/fake/NF3LA4AO28.jpg,0,1
./face_image/fake/TDNX9GQ6XG.jpg,0,1
./face_image/real/56619.jpg,1,0
./face_image/fake/4W4KVRMOVX.jpg,0,1
./face_image/fake/B6PWFVWUPB.jpg,0,1
./face_image/real/38903.jpg,1,0
./face_image/real/23071.jpg,1,0
./face_image/fake/P6H7RMK33L.jpg,0,1
./face_image/real/65560.jpg,1,0
./face_image/fake/YQU8CQWGQ1.jpg,0,1
./face_image/fake/EBPQ01ZWJ6.jpg,0,1
./face_image/fake/S9V8LHKB1K.jpg,0,1
./face_image/fake/YIZB5G9H8H.jpg,0,1
./face_image/fake/KUKFK9Y8NK.jpg,0,1
./face_image/fake/TH0MHB9Q4N.jpg,0,1
./face_image/fake/9OSED3W0E3.jpg,0,1
./face_image/real/48606.jpg,1,0
./face_image/real/43117.jpg,1,0
./face_image/real/32687.jpg,1,0
./face_image/real/15182.jpg,1,0
./face_image/fake/9O21RTJK9C.jpg,0,1
./face_image/real/20395.jpg,1,0
./face_image/real/43854.jpg,1,0
./face_image/real/31493.jpg,1,0
./face_image/real/13563.jpg,1,0
./face_image/real/09714.jpg,1,0
./face_image/fake/BFDEIQ1DRY.jpg,0,1
./face_image/fake/9X0DIZLU7E.jpg,0,1
./face_image/fake/1WQWPF3A6K.jpg,0,1
./face_image/real/21762.jpg,1,0
./face_image/fake/4FS1I1H398.jpg,0,1
./face_image/real/08298.jpg,1,0
./face_image/real/59209.jpg,1,0
./face_image/fake/VJF9ZUMVYC.jpg,0,1
./face_image/fake/E55H2ETBHB.jpg,0,1
./face_image/real/49828.jpg,1,0
./face_image/real/35492.jpg,1,0
./face_image/real/00266.jpg,1,0
./face_image/real/24126.jpg,1,0
./face_image/fake/2972YSBL3X.jpg,0,1
./face_image/fake/XWGJ037CRQ.jpg,0,1
./face_image/real/59597.jpg,1,0
./face_image/fake/G2HKEJ97DZ.jpg,0,1
./face_image/real/08897.jpg,1,0
./face_image/real/36730.jpg,1,0
./face_image/fake/TYIF1LMJ2F.jpg,0,1
./face_image/fake/SYGWACCGKQ.jpg,0,1
./face_image/fake/E9IJ4IORPR.jpg,0,1
./face_image/fake/5EKKIM453Q.jpg,0,1
./face_image/fake/XP80UOQHUT.jpg,0,1
./face_image/fake/VUDCBY8TTZ.jpg,0,1
./face_image/real/49673.jpg,1,0
./face_image/fake/K1AVYYTA5K.jpg,0,1
./face_image/fake/8903Y3604L.jpg,0,1
./face_image/real/19713.jpg,1,0
./face_image/real/64575.jpg,1,0
./face_image/real/28708.jpg,1,0
./face_image/real/04997.jpg,1,0
./face_image/real/39793.jpg,1,0
./face_image/fake/8A31VYQ0V1.jpg,0,1
./face_image/fake/5O4PBBUT1O.jpg,0,1
./face_image/fake/RQDPKIXWTR.jpg,0,1
./face_image/real/27826.jpg,1,0
./face_image/fake/AEN8ANZFSS.jpg,0,1
./face_image/fake/X5GNAK02MI.jpg,0,1
./face_image/real/55209.jpg,1,0
./face_image/real/48898.jpg,1,0
./face_image/fake/3U06R1KJJG.jpg,0,1
./face_image/fake/8C2W7WOPGC.jpg,0,1
./face_image/real/01918.jpg,1,0
./face_image/fake/VYRGRU5V87.jpg,0,1
./face_image/real/25950.jpg,1,0
./face_image/real/00671.jpg,1,0
./face_image/real/17458.jpg,1,0
./face_image/fake/058IYT8ZZE.jpg,0,1
./face_image/real/52347.jpg,1,0
./face_image/real/13509.jpg,1,0
./face_image/fake/N98J842OBW.jpg,0,1
./face_image/real/41734.jpg,1,0
./face_image/real/62532.jpg,1,0
./face_image/real/43554.jpg,1,0
./face_image/real/37339.jpg,1,0
./face_image/real/11670.jpg,1,0
./face_image/real/26643.jpg,1,0
./face_image/real/24799.jpg,1,0
./face_image/fake/TS09V2Q60H.jpg,0,1
./face_image/real/35682.jpg,1,0
./face_image/fake/B1LFR9Q7C2.jpg,0,1
./face_image/fake/D0167QOY9T.jpg,0,1
./face_image/real/05198.jpg,1,0
./face_image/fake/7ZZEP0DYWA.jpg,0,1
./face_image/fake/LX0LQ0OZL0.jpg,0,1
./face_image/real/35804.jpg,1,0
./face_image/fake/RQTNPPVQEX.jpg,0,1
./face_image/real/30648.jpg,1,0
./face_image/real/56968.jpg,1,0
./face_image/real/50625.jpg,1,0
./face_image/real/42130.jpg,1,0
./face_image/fake/BRQT84HLXN.jpg,0,1
./face_image/fake/81AXJEGGST.jpg,0,1
./face_image/real/40388.jpg,1,0
./face_image/real/42951.jpg,1,0
./face_image/fake/7013W4PBKM.jpg,0,1
./face_image/fake/A5DDF6ND61.jpg,0,1
./face_image/real/43019.jpg,1,0
./face_image/real/36214.jpg,1,0
./face_image/fake/DVH06TX2NL.jpg,0,1
./face_image/real/07907.jpg,1,0
./face_image/fake/MVNSBGPINI.jpg,0,1
./face_image/real/03059.jpg,1,0
./face_image/real/04075.jpg,1,0
./face_image/fake/K0Z3K0VB5K.jpg,0,1
./face_image/real/23240.jpg,1,0
./face_image/fake/KUKYTEP4PI.jpg,0,1
./face_image/fake/XU7G3QC41Q.jpg,0,1
./face_image/real/41908.jpg,1,0
./face_image/real/65507.jpg,1,0
./face_image/real/43892.jpg,1,0
./face_image/real/04590.jpg,1,0
./face_image/fake/M6O8TIS9HV.jpg,0,1
./face_image/fake/MMX0G164ZV.jpg,0,1
./face_image/fake/MRR35ZL1OH.jpg,0,1
./face_image/real/48991.jpg,1,0
./face_image/fake/04MYGS5NF0.jpg,0,1
./face_image/fake/S5B781HXSF.jpg,0,1
./face_image/fake/67UI3IY2CQ.jpg,0,1
./face_image/fake/T0GF7HEMTR.jpg,0,1
./face_image/fake/LVSFY6VHHM.jpg,0,1
./face_image/real/25826.jpg,1,0
./face_image/fake/4JFZ18YBVF.jpg,0,1
./face_image/real/05898.jpg,1,0
./face_image/real/49727.jpg,1,0
./face_image/fake/BVKJ165323.jpg,0,1
./face_image/real/10121.jpg,1,0
./face_image/fake/YZ4FHH1MXH.jpg,0,1
./face_image/real/38399.jpg,1,0
./face_image/fake/T0F9M250KN.jpg,0,1
./face_image/real/16916.jpg,1,0
./face_image/fake/ZTQCAGCT68.jpg,0,1
./face_image/real/50267.jpg,1,0
./face_image/fake/QGOLZF1Y81.jpg,0,1
./face_image/fake/2WJS396HYI.jpg,0,1
./face_image/real/29937.jpg,1,0
./face_image/fake/NL8OK54FPQ.jpg,0,1
./face_image/fake/L3HCAP7CR1.jpg,0,1
./face_image/real/68485.jpg,1,0
./face_image/fake/FGVG808TOV.jpg,0,1
./face_image/real/58668.jpg,1,0
./face_image/fake/LM4GX3JQIR.jpg,0,1
./face_image/fake/BLAJJTXSGJ.jpg,0,1
./face_image/fake/YS5WFHW7HC.jpg,0,1
./face_image/fake/KM91HRN8M5.jpg,0,1
./face_image/real/56766.jpg,1,0
./face_image/real/67569.jpg,1,0
./face_image/fake/3TCA62A546.jpg,0,1
./face_image/fake/DSY0C6XT18.jpg,0,1
./face_image/real/31637.jpg,1,0
./face_image/fake/0KX4QFOLV4.jpg,0,1
./face_image/real/03106.jpg,1,0
./face_image/real/48765.jpg,1,0
./face_image/real/34370.jpg,1,0
./face_image/real/69817.jpg,1,0
./face_image/fake/ZOEKBDRN2Z.jpg,0,1
./face_image/real/14007.jpg,1,0
./face_image/real/68277.jpg,1,0
./face_image/fake/PC7NHQFOV2.jpg,0,1
./face_image/fake/CYHVC3E5V6.jpg,0,1
./face_image/fake/C2ZQE4MD85.jpg,0,1
./face_image/fake/N5K7RGSOHH.jpg,0,1
./face_image/real/20044.jpg,1,0
./face_image/fake/COGZMGRLO4.jpg,0,1
./face_image/fake/DSAYSDVCIS.jpg,0,1
./face_image/real/45453.jpg,1,0
./face_image/fake/AXZ7EZKUCU.jpg,0,1
./face_image/fake/V79L8YUWMX.jpg,0,1
./face_image/real/26730.jpg,1,0
./face_image/fake/NMIBJY76HD.jpg,0,1
./face_image/fake/U7X7VI64HF.jpg,0,1
./face_image/fake/R48RVGQFL7.jpg,0,1
./face_image/real/09789.jpg,1,0
./face_image/fake/0MG9MNDHFC.jpg,0,1
./face_image/real/09226.jpg,1,0
./face_image/fake/NMC15AF425.jpg,0,1
./face_image/real/20421.jpg,1,0
./face_image/fake/YKZJH74R7C.jpg,0,1
./face_image/fake/QJAWIXV0ED.jpg,0,1
./face_image/real/40682.jpg,1,0
./face_image/real/29877.jpg,1,0
./face_image/fake/QGHBYUMRAL.jpg,0,1
./face_image/real/04601.jpg,1,0
./face_image/real/24749.jpg,1,0
./face_image/real/09282.jpg,1,0
./face_image/real/09239.jpg,1,0
./face_image/real/13070.jpg,1,0
./face_image/real/25545.jpg,1,0
./face_image/fake/4ZYGGP4PHI.jpg,0,1
./face_image/fake/6VQJGXIKSV.jpg,0,1
./face_image/real/15953.jpg,1,0
./face_image/real/63926.jpg,1,0
./face_image/real/62570.jpg,1,0
./face_image/real/26295.jpg,1,0
./face_image/fake/TOJ00BPB46.jpg,0,1
./face_image/fake/Q9FZZU479X.jpg,0,1
./face_image/real/11455.jpg,1,0
./face_image/real/04430.jpg,1,0
./face_image/fake/ZQVLWH5Z92.jpg,0,1
./face_image/real/45445.jpg,1,0
./face_image/fake/TQB0CRWELI.jpg,0,1
./face_image/fake/WTREUSR532.jpg,0,1
./face_image/fake/MPVS6BCR84.jpg,0,1
./face_image/fake/OBWXU3PUCC.jpg,0,1
./face_image/real/49815.jpg,1,0
./face_image/fake/J52XYQ08QO.jpg,0,1
./face_image/fake/0C1LLBFNTO.jpg,0,1
./face_image/real/57589.jpg,1,0
./face_image/real/25348.jpg,1,0
./face_image/fake/E0RNT2PNCP.jpg,0,1
./face_image/real/53634.jpg,1,0
./face_image/fake/FQE5SRISVL.jpg,0,1
./face_image/fake/ZBBN45H4TZ.jpg,0,1
./face_image/fake/LZ6CE2MI0C.jpg,0,1
./face_image/fake/4M6MVL3TD0.jpg,0,1
./face_image/real/61256.jpg,1,0
./face_image/real/69495.jpg,1,0
./face_image/fake/Q6GZ6J0CPB.jpg,0,1
./face_image/real/68700.jpg,1,0
./face_image/fake/DSY16YC4ST.jpg,0,1
./face_image/fake/67D5ONIJWD.jpg,0,1
./face_image/real/02223.jpg,1,0
./face_image/fake/4INSJR0R09.jpg,0,1
./face_image/fake/MBKJA6Y3UA.jpg,0,1
./face_image/fake/BVEN100YWZ.jpg,0,1
./face_image/real/24451.jpg,1,0
./face_image/fake/DTPJ95MQ8R.jpg,0,1
./face_image/fake/PJA5687S5J.jpg,0,1
./face_image/fake/DB98D9UDDF.jpg,0,1
./face_image/fake/0ZVZ8VETFF.jpg,0,1
./face_image/fake/314KX14ZEY.jpg,0,1
./face_image/real/39821.jpg,1,0
./face_image/real/39545.jpg,1,0
./face_image/fake/C62GZ2BFTI.jpg,0,1
./face_image/fake/TSA0Z5X0E2.jpg,0,1
./face_image/fake/XYUKQ8JXD9.jpg,0,1
./face_image/real/04774.jpg,1,0
./face_image/real/61387.jpg,1,0
./face_image/real/61753.jpg,1,0
./face_image/fake/FZS0RNUXQ1.jpg,0,1
./face_image/real/53469.jpg,1,0
./face_image/real/33443.jpg,1,0
./face_image/real/61069.jpg,1,0
./face_image/fake/4FKVM273PZ.jpg,0,1
./face_image/fake/3E5JCB68KB.jpg,0,1
./face_image/fake/306QT59FF8.jpg,0,1
